Количество параллельных запросов,Общее время (с),Среднее время на запрос (с),Токены в секунду,Сумма токенов
1,1.444427490234375,1.444427490234375,117.00137330713486,169
2,2.1302192211151123,1.0651096105575562,159.13855092460514,339
4,4.853155612945557,1.2132889032363892,139.29081486627027,676
