Количество параллельных запросов,Общее время (с),Среднее время на запрос (с),Токены в секунду,Сумма токенов
1,2.5141618251800537,2.5141618251800537,67.21922125593365,169
2,2.123520612716675,1.0617603063583374,159.16963460391744,338
4,3.753835916519165,0.9384589791297913,180.61524666445513,678
8,5.821889162063599,0.7277361452579498,232.91408720659305,1356
16,10.92074966430664,0.682546854019165,247.9683248166399,2708
24,16.574960470199585,0.6906233529249827,245.49078155062435,4069
