Количество параллельных запросов,Общее время (с),Среднее время на запрос (с),Токены в секунду,Сумма токенов
1,46.527255058288574,46.527255058288574,14.787031797557905,688
2,51.97430896759033,25.987154483795166,32.99707170843626,1715
4,56.58558225631714,14.146395564079285,56.251077979225954,3183
8,65.83530569076538,8.229413211345673,80.38240188109738,5292
16,102.24357438087463,6.390223398804665,104.16302505551054,10650
24,146.8371913433075,6.118216305971146,118.13764511092057,17347
32,191.12018465995789,5.972505770623684,116.18866965574065,22206
40,269.1758840084076,6.72939710021019,112.32804198408648,30236
48,290.3687129020691,6.049348185459773,120.85324086495251,35092
