Количество параллельных запросов,Общее время (с),Среднее время на запрос (с),Токены в секунду,Сумма токенов
1,42.421507596969604,42.421507596969604,11.668609345589607,495
2,43.1696572303772,21.5848286151886,24.43846135654809,1055
4,51.17902493476868,12.79475623369217,52.150270611873346,2669
8,66.76655673980713,8.345819592475891,75.47191657100507,5039
16,107.93507933616638,6.745942458510399,96.57657236285715,10424
24,149.78630375862122,6.241095989942551,104.96954398005188,15723
32,207.72626185417175,6.491445682942867,114.19355351733353,23721
40,243.06678986549377,6.076669746637345,116.67574996853176,28360
48,307.67058753967285,6.409803907076518,115.69516697922919,35596
