Количество параллельных запросов,Общее время (с),Среднее время на запрос (с),Токены в секунду,Сумма токенов
1,46.03526592254639,46.03526592254639,14.467169606895169,666
2,58.320215463638306,29.160107731819153,22.89086193161187,1335
4,93.9786467552185,23.494661688804626,32.262648002341415,3032
