Количество параллельных запросов,Общее время (с),Среднее время на запрос (с),Токены в секунду,Сумма токенов
1,47.86691331863403,47.86691331863403,15.731116710775371,753
2,57.3252477645874,28.6626238822937,32.77787839167003,1879
4,51.83543014526367,12.958857536315918,46.840548890898944,2428
8,93.87142586708069,11.733928233385086,75.51818814425836,7089
16,108.44617438316345,6.777885898947716,96.79456246111423,10497
24,149.95216965675354,6.248007069031398,113.02270609884901,16948
