Количество параллельных запросов,Общее время (с),Среднее время на запрос (с),Токены в секунду,Сумма токенов
1,1.9119434356689453,1.9119434356689453,110.35891337767319,211
2,2.4477899074554443,1.2238949537277222,197.7293878554853,484
4,3.0466411113739014,0.7616602778434753,269.4770962470749,821
8,5.615768194198608,0.701971024274826,295.4181765753502,1659
