Количество параллельных запросов,Общее время (с),Среднее время на запрос (с),Токены в секунду,Сумма токенов
1,1.6863532066345215,1.6863532066345215,93.10030625987724,157
2,2.0057260990142822,1.0028630495071411,188.9590010252448,379
4,2.9287235736846924,0.7321808934211731,281.3512369019201,824
8,5.804938077926636,0.7256172597408295,298.3666624431286,1732
16,9.45192265510559,0.5907451659440994,351.25128729303077,3320
