Количество параллельных запросов,Общее время (с),Среднее время на запрос (с),Токены в секунду,Сумма токенов
1,8.631938695907593,8.631938695907593,22.822219543032414,197
2,12.39728045463562,6.19864022731781,32.99110651699952,409
4,23.688852071762085,5.922213017940521,34.48879656663025,817
