Количество параллельных запросов,Общее время (с),Среднее время на запрос (с),Токены в секунду,Сумма токенов
1,1.971130132675171,1.971130132675171,113.13306833646224,223
2,2.223877191543579,1.1119385957717896,180.3157123625466,401
4,3.212172031402588,0.803043007850647,284.85398386351903,915
8,5.819622755050659,0.7274528443813324,302.5969335334814,1761
