Количество параллельных запросов,Общее время (с),Среднее время на запрос (с),Токены в секунду,Сумма токенов
1,2.297407865524292,2.297407865524292,99.67755549045265,229
2,2.1733291149139404,1.0866645574569702,190.49116728756178,414
4,3.2967097759246826,0.8241774439811707,276.03279082847297,910
8,4.476050138473511,0.5595062673091888,362.37306326357606,1622
16,9.136138677597046,0.5710086673498154,359.3421811832089,3283
24,12.71850848197937,0.5299378534158071,388.64620069276594,4943
