Количество параллельных запросов,Общее время (с),Среднее время на запрос (с),Токены в секунду,Сумма токенов
1,4.336305379867554,4.336305379867554,46.81404610996294,203
2,3.979120969772339,1.9895604848861694,102.03258535847651,406
4,5.12206768989563,1.2805169224739075,159.11542942077108,815
8,9.616543531417847,1.2020679414272308,167.00387147971597,1606
16,15.759772300720215,0.9849857687950134,205.39636856631935,3237
24,22.40225052833557,0.9334271053473154,219.26368486001164,4912
