Количество параллельных запросов,Общее время (с),Среднее время на запрос (с),Токены в секунду,Сумма токенов
1,4.876458168029785,4.876458168029785,43.06404213139091,210
2,4.260333061218262,2.130166530609131,92.95047929580463,396
4,5.207204103469849,1.3018010258674622,154.20943447653926,803
8,7.702406167984009,0.9628007709980011,210.97303421293347,1625
16,11.59809422492981,0.7248808890581131,278.2353667263407,3227
24,21.591740369796753,0.8996558487415314,222.21460233523382,4798
32,27.864982843399048,0.8707807138562202,231.76041543947477,6458
40,27.503393411636353,0.6875848352909089,292.1094091829742,8034
48,36.86004638671875,0.7679176330566406,263.83580470761615,9725
