Количество параллельных запросов,Общее время (с),Среднее время на запрос (с),Токены в секунду,Сумма токенов
1,4.240733623504639,4.240733623504639,45.74680166769682,194
2,4.149275541305542,2.074637770652771,98.81243024679827,410
4,4.745359182357788,1.186339795589447,170.9038175687778,811
8,9.08216667175293,1.1352708339691162,177.16036912252022,1609
16,18.124687433242798,1.1327929645776749,178.15479642852412,3229
