Количество параллельных запросов,Общее время (с),Среднее время на запрос (с),Токены в секунду,Сумма токенов
1,8.92231011390686,8.92231011390686,24.657291350711347,220
2,10.00270962715149,5.001354813575745,45.187755802996136,452
4,10.547794342041016,2.636948585510254,81.91285988164371,864
8,20.629539489746094,2.5786924362182617,84.78133992614522,1749
