Количество параллельных запросов,Общее время (с),Среднее время на запрос (с),Токены в секунду,Сумма токенов
1,15.150257110595703,15.150257110595703,13.861150901071596,210
2,16.599632501602173,8.299816250801086,25.482491853911384,423
4,20.83745050430298,5.209362626075745,41.655767811938226,868
8,34.468215227127075,4.308526903390884,50.53931538146531,1742
16,70.30986905097961,4.394366815686226,50.34855060579405,3540
