Количество параллельных запросов,Общее время (с),Среднее время на запрос (с),Токены в секунду,Сумма токенов
1,11.013839721679688,11.013839721679688,19.611689061973973,216
2,10.073748588562012,5.036874294281006,42.983006394624454,433
4,18.13532853126526,4.533832132816315,47.807239802978714,867
8,28.63583755493164,3.579479694366455,61.11223380992453,1750
