Количество параллельных запросов,Общее время (с),Среднее время на запрос (с),Токены в секунду,Сумма токенов
1,10.740188360214233,10.740188360214233,19.366513232720532,208
2,10.268308162689209,5.1341540813446045,43.629387909085835,448
4,11.13673996925354,2.784184992313385,79.0177379044061,880
8,21.164539337158203,2.6455674171447754,85.00066887076194,1799
