Количество параллельных запросов,Общее время (с),Среднее время на запрос (с),Токены в секунду,Сумма токенов
1,13.981872797012329,13.981872797012329,15.305531891673903,214
2,15.956851959228516,7.978425979614258,26.446319178635967,422
4,20.198827743530273,5.049706935882568,41.04198572937137,829
8,34.21570181846619,4.276962727308273,50.21086544169019,1718
16,66.90878677368164,4.1817991733551025,50.97985129423548,3411
24,100.97681498527527,4.207367291053136,50.72451533301882,5122
32,146.66866970062256,4.583395928144455,48.41524788146257,7101
40,167.48063611984253,4.187015902996063,51.06261952504483,8552
48,199.75643348693848,4.161592364311218,51.02714251587042,10193
