Количество параллельных запросов,Общее время (с),Среднее время на запрос (с),Токены в секунду,Сумма токенов
1,10.517913579940796,10.517913579940796,21.582227147494567,227
2,10.049787521362305,5.024893760681152,42.68746966919423,429
4,14.612252235412598,3.6530630588531494,59.06002620927464,863
8,25.83822226524353,3.2297777831554413,69.3159142921832,1791
