Количество параллельных запросов,Общее время (с),Среднее время на запрос (с),Токены в секунду,Сумма токенов
1,6.820849418640137,6.820849418640137,31.374391496633404,214
2,6.257347583770752,3.128673791885376,71.59583098147633,448
4,6.951227903366089,1.7378069758415222,125.58932207894597,873
8,13.89177393913269,1.7364717423915863,128.7812490930653,1789
16,26.257202863693237,1.6410751789808273,133.4110117587476,3503
