Количество параллельных запросов,Общее время (с),Среднее время на запрос (с),Токены в секунду,Сумма токенов
1,7.190591096878052,7.190591096878052,31.56903193932928,227
2,6.414134502410889,3.2070672512054443,70.46936727474396,452
4,7.284426689147949,1.8211066722869873,118.47191780866753,863
8,10.852405786514282,1.3565507233142853,164.84824058303246,1789
16,19.928130626678467,1.2455081641674042,174.4769775517841,3477
24,26.99619436264038,1.1248414317766826,194.62002419388898,5254
