Количество параллельных запросов,Общее время (с),Среднее время на запрос (с),Токены в секунду,Сумма токенов
1,9.977277994155884,9.977277994155884,21.14805261751669,211
2,9.270174026489258,4.635087013244629,46.38532122172543,430
4,17.468321561813354,4.367080390453339,49.403716146751165,863
8,27.63018298149109,3.453772872686386,60.9116487258665,1683
