Количество параллельных запросов,Общее время (с),Среднее время на запрос (с),Токены в секунду,Сумма токенов
1,10.199402332305908,10.199402332305908,21.667936296619818,221
2,14.838499069213867,7.419249534606934,28.439534081687768,422
4,30.31816530227661,7.579541325569153,28.530750174881018,865
